stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_id,stop_url,parent_station,stop_desc,stop_name,location_type,zone_id
49.277987,1,61522,-123.127052,11542,https://translink.ca/schedules-and-maps/stop/61522/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=61522,,,Southbound Howe St @ Davie St,0,BUS ZN
49.248581,1,53331,-122.843968,11543,https://translink.ca/schedules-and-maps/stop/53331/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=53331,,,Northbound Laurentian Cres @ Austin Ave,0,BUS ZN
49.170215,1,61521,-123.125653,11540,https://translink.ca/schedules-and-maps/stop/61521/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=61521,,,Westbound Westminster Hwy @ Garden City Rd,0,BUS ZN
49.219164,1,51114,-123.150433,11541,https://translink.ca/schedules-and-maps/stop/51114/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=51114,,,Southbound West Blvd @ W 57 Ave,0,BUS ZN
49.452388,2,61528,-123.236624,11546,https://translink.ca/schedules-and-maps/stop/61528/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=61528,,,Northbound Hwy 99 Onramp @ Kelvin Grove Way,0,BUS ZN
49.38635,2,61527,-123.25838,11547,https://translink.ca/schedules-and-maps/stop/61527/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=61527,,,Northbound Horseshoe Bay Dr @ Pasco Rd,0,BUS ZN
49.157771,1,61526,-123.136495,11544,https://translink.ca/schedules-and-maps/stop/61526/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=61526,,,Northbound No. 3 Rd @ Jones Rd,0,BUS ZN
49.027511,1,56113,-122.803368,11545,https://translink.ca/schedules-and-maps/stop/56113/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=56113,,,Eastbound Thrift Ave @ Foster St,0,BUS ZN
49.458538,2,61531,-123.236819,11548,https://translink.ca/schedules-and-maps/stop/61531/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=61531,,,Southbound Isleview Place @ Lions Bay Ave,0,BUS ZN
49.459217,2,61530,-123.235617,11549,https://translink.ca/schedules-and-maps/stop/61530/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=61530,,,Northbound Crosscreek Rd @ Oceanview Rd,0,BUS ZN
49.199727,1,55933,-122.949615,5989,https://translink.ca/schedules-and-maps/stop/55933/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=55933,,,22nd Street Station @ Bay 6,0,BUS ZN
49.198895,1,55926,-122.779318,5982,https://translink.ca/schedules-and-maps/stop/55926/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=55926,,,Westbound 108 Ave @ 160 St,0,BUS ZN
49.198893,1,59772,-122.783259,5983,https://translink.ca/schedules-and-maps/stop/59772/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=59772,,,Westbound 108 Ave @ 158 St,0,BUS ZN
49.198899,2,55924,-122.768262,5980,https://translink.ca/schedules-and-maps/stop/55924/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=55924,,,Westbound 108 Ave @ 164 St,0,BUS ZN
49.19888,1,55925,-122.773703,5981,https://translink.ca/schedules-and-maps/stop/55925/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=55925,,,Westbound 108 Ave @ 162 St,0,BUS ZN
49.212435,1,,-122.605882,PHWEA,,99956,,Port Haney Station WCE accesible entrance,2,
49.136348,1,56426,-123.181233,6487,https://translink.ca/schedules-and-maps/stop/56426/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=56426,,,Northbound No. 1 Rd @ Fundy Gate,0,BUS ZN
49.1265,1,56731,-123.189251,6796,https://translink.ca/schedules-and-maps/stop/56731/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=56731,,,Westbound Chatham St @ 5th Ave,0,BUS ZN
49.126844,1,56732,-123.191741,6797,https://translink.ca/schedules-and-maps/stop/56732/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=56732,,,Northbound 7th Ave @ Chatham St,0,BUS ZN
49.170264,2,56729,-123.107225,6794,https://translink.ca/schedules-and-maps/stop/56729/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=56729,,,Westbound Westminster Hwy @ 10500 Block,0,BUS ZN
49.170277,1,56730,-123.114676,6795,https://translink.ca/schedules-and-maps/stop/56730/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=56730,,,Westbound Westminster Hwy @ No. 4 Rd,0,BUS ZN
49.170374,1,56727,-123.092768,6792,https://translink.ca/schedules-and-maps/stop/56727/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=56727,,,Westbound Westminster Hwy @ No. 5 Rd,0,BUS ZN
49.170249,2,56728,-123.100461,6793,https://translink.ca/schedules-and-maps/stop/56728/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=56728,,,Westbound Westminster Hwy @ 11000 Block,0,BUS ZN
49.165042,1,56725,-123.091576,6790,https://translink.ca/schedules-and-maps/stop/56725/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=56725,,,Northbound No. 5 Rd @ 6400 Block,0,BUS ZN
49.168487,1,56726,-123.091555,6791,https://translink.ca/schedules-and-maps/stop/56726/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=56726,,,Northbound No. 5 Rd @ 6100 Block,0,BUS ZN
49.128624,1,56733,-123.191727,6798,https://translink.ca/schedules-and-maps/stop/56733/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=56733,,,Northbound 7th Ave @ Richmond St,0,BUS ZN
49.131834,1,56734,-123.191727,6799,https://translink.ca/schedules-and-maps/stop/56734/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=56734,,,Northbound 7th Ave @ Regent St,0,BUS ZN
49.249188,1,,-123.11578,KESSE,,99911,,King Edward Station entrance,2,
49.266827,1,50268,-123.241849,271,https://translink.ca/schedules-and-maps/stop/50268/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50268,,,Eastbound University Blvd @ Allison Rd,0,BUS ZN
49.265812,1,50270,-123.236036,273,https://translink.ca/schedules-and-maps/stop/50270/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50270,,,Eastbound University Blvd @ 5300 Block,0,BUS ZN
49.263486,1,50271,-123.229095,274,https://translink.ca/schedules-and-maps/stop/50271/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50271,,,Eastbound University Blvd @ 5100 Block,0,BUS ZN
49.264289,1,50272,-123.215067,275,https://translink.ca/schedules-and-maps/stop/50272/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50272,,,Northbound Blanca St @ W 10 Ave,0,BUS ZN
49.265243,1,50273,-123.21585,276,https://translink.ca/schedules-and-maps/stop/50273/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50273,,,Blanca Loop @ Bay 1,0,BUS ZN
49.263836,1,50274,-123.214641,277,https://translink.ca/schedules-and-maps/stop/50274/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50274,,,Eastbound W 10 Ave @ Blanca St,0,BUS ZN
49.263797,1,50275,-123.211277,278,https://translink.ca/schedules-and-maps/stop/50275/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50275,,,Eastbound W 10 Ave @ Tolmie St,0,BUS ZN
49.263764,1,50276,-123.208525,279,https://translink.ca/schedules-and-maps/stop/50276/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50276,,,Eastbound W 10 Ave @ Sasamat St,0,BUS ZN
49.268018,1,61750,-122.796872,12018,https://translink.ca/schedules-and-maps/stop/61750/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=61750,,,Eastbound Dewdney Trunk Rd @ Lougheed Hwy,0,BUS ZN
49.207179,1,52126,-123.123861,2146,https://translink.ca/schedules-and-maps/stop/52126/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=52126,,,Eastbound SW Marine Dr @ Heather St,0,BUS ZN
49.172878,1,61897,-123.154608,12015,https://translink.ca/schedules-and-maps/stop/61897/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=61897,,,Westbound River Rd @ 6100 Block,0,BUS ZN
49.227799,1,61848,-122.688454,12016,https://translink.ca/schedules-and-maps/stop/61848/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=61848,,,Northbound 192A St @ Davison Rd,0,BUS ZN
49.25836,1,61833,-123.244207,12013,https://translink.ca/schedules-and-maps/stop/61833/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=61833,,,Northbound East Mall @ Eagles Dr,0,BUS ZN
49.251694,1,61893,-123.237733,12012,https://translink.ca/schedules-and-maps/stop/61893/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=61893,,,Westbound Ross Dr @ Birney Ave,0,BUS ZN
49.230625,1,59031,-122.820044,9528,https://translink.ca/schedules-and-maps/stop/59031/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=59031,,,Westbound Shuswap Ave @ North Bend St,0,BUS ZN
49.29924,1,58818,-122.779054,9259,https://translink.ca/schedules-and-maps/stop/58818/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=58818,,,Westbound Robson Dr @ Kenney St,0,BUS ZN
49.222928,1,58905,-122.601267,9256,https://translink.ca/schedules-and-maps/stop/58905/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=58905,,,Northbound 224 St @ 121 Ave,0,BUS ZN
49.110713,2,60778,-122.733614,10702,https://translink.ca/schedules-and-maps/stop/60778/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=60778,,,Northbound 176A St @ 60 Ave,0,BUS ZN
49.298479,1,58840,-122.80902,9254,https://translink.ca/schedules-and-maps/stop/58840/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=58840,,,Southbound Parkway Blvd @ Tanglewood Lane,0,BUS ZN
49.297199,1,58838,-122.809458,9255,https://translink.ca/schedules-and-maps/stop/58838/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=58838,,,Southbound Parkway Blvd @ Panorama Dr,0,BUS ZN
49.119346,1,55939,-122.896549,10707,https://translink.ca/schedules-and-maps/stop/55939/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=55939,,,Eastbound 64 Ave @ Wade Rd,0,BUS ZN
49.300959,1,58841,-122.807177,9253,https://translink.ca/schedules-and-maps/stop/58841/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=58841,,,Southbound Parkway Blvd @ Salal Cres South,0,BUS ZN
49.313679,1,58844,-122.799063,9250,https://translink.ca/schedules-and-maps/stop/58844/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=58844,,,Southbound Parkway Blvd @ Turnberry Lane,0,BUS ZN
49.141079,1,60566,-123.167982,10704,https://translink.ca/schedules-and-maps/stop/60566/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=60566,,,Westbound Williams Rd @ 5100 Block,0,BUS ZN
49.190547,1,61049,-122.892576,10898,https://translink.ca/schedules-and-maps/stop/61049/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=61049,,,Eastbound 103A Ave @ Grace Rd,0,BUS ZN
49.24851,1,53480,-122.852517,3518,https://translink.ca/schedules-and-maps/stop/53480/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=53480,,,Southbound Schoolhouse St @ Austin Ave,0,BUS ZN
49.249139,1,53475,-122.824891,3513,https://translink.ca/schedules-and-maps/stop/53475/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=53475,,,Westbound Austin Ave @ Hickey St,0,BUS ZN
49.247724,1,53474,-122.824345,3512,https://translink.ca/schedules-and-maps/stop/53474/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=53474,,,Northbound Hickey Dr @ Latimer Ave,0,BUS ZN
49.245673,1,53473,-122.82432,3511,https://translink.ca/schedules-and-maps/stop/53473/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=53473,,,Northbound Hickey Dr @ Leduc Ave,0,BUS ZN
49.243607,1,53472,-122.821857,3510,https://translink.ca/schedules-and-maps/stop/53472/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=53472,,,Westbound Hickey Dr @ Balfour Dr,0,BUS ZN
49.249053,1,53479,-122.844484,3517,https://translink.ca/schedules-and-maps/stop/53479/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=53479,,,Westbound Austin Ave @ Laurentian Cres,0,BUS ZN
49.249076,2,53478,-122.841516,3516,https://translink.ca/schedules-and-maps/stop/53478/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=53478,,,Westbound Austin Ave @ Linton St,0,BUS ZN
49.249117,1,53477,-122.836063,3515,https://translink.ca/schedules-and-maps/stop/53477/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=53477,,,Westbound Austin Ave @ Hillcrest St,0,BUS ZN
49.24913,1,53476,-122.828378,3514,https://translink.ca/schedules-and-maps/stop/53476/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=53476,,,Westbound Austin Ave @ 2300 Block,0,BUS ZN
49.213286,1,52663,-122.971866,2688,https://translink.ca/schedules-and-maps/stop/52663/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=52663,,,Northbound Gilley Ave @ Clinton St,0,BUS ZN
49.214658,2,52664,-122.971351,2689,https://translink.ca/schedules-and-maps/stop/52664/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=52664,,,Eastbound Rumble St @ Gilley Ave,0,BUS ZN
49.211757,2,52659,-122.971972,2684,https://translink.ca/schedules-and-maps/stop/52659/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=52659,,,Southbound Gilley Ave @ Portland St,0,BUS ZN
49.209909,2,52660,-122.972637,2685,https://translink.ca/schedules-and-maps/stop/52660/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=52660,,,Southbound Gilley Ave @ Ewart St,0,BUS ZN
49.209017,1,52661,-122.973063,2686,https://translink.ca/schedules-and-maps/stop/52661/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=52661,,,Southbound Gilley Ave @ Carson St,0,BUS ZN
49.207307,2,52662,-122.974399,2687,https://translink.ca/schedules-and-maps/stop/52662/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=52662,,,Southbound Gilley Ave @ Keith St,0,BUS ZN
49.212958,2,52655,-122.982684,2680,https://translink.ca/schedules-and-maps/stop/52655/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=52655,,,Eastbound Clinton St @ Macpherson Ave,0,BUS ZN
49.21293,1,52656,-122.979839,2681,https://translink.ca/schedules-and-maps/stop/52656/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=52656,,,Eastbound Clinton St @ Plum Ave,0,BUS ZN
49.212912,1,52657,-122.977072,2682,https://translink.ca/schedules-and-maps/stop/52657/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=52657,,,Eastbound Clinton St @ Buller Ave,0,BUS ZN
49.212889,1,52658,-122.974425,2683,https://translink.ca/schedules-and-maps/stop/52658/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=52658,,,Eastbound Clinton St @ Curragh Ave,0,BUS ZN
49.278914,1,50098,-123.12964,98,https://translink.ca/schedules-and-maps/stop/50098/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50098,,,Southbound Burrard St @ Davie St,0,BUS ZN
49.280707,1,50091,-123.104998,91,https://translink.ca/schedules-and-maps/stop/50091/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50091,,,Westbound W Pender St @ Carrall St,0,BUS ZN
49.28129,1,50093,-123.108213,93,https://translink.ca/schedules-and-maps/stop/50093/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50093,,,Westbound W Pender St @ Abbott St,0,BUS ZN
49.2063,1,52120,-123.134764,2140,https://translink.ca/schedules-and-maps/stop/52120/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=52120,,,Southbound Hudson St @ W 72 Ave,0,BUS ZN
49.283818,1,50095,-123.113429,95,https://translink.ca/schedules-and-maps/stop/50095/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50095,,,Westbound W Pender St @ Seymour St,0,BUS ZN
49.284575,1,50096,-123.114596,96,https://translink.ca/schedules-and-maps/stop/50096/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50096,,,Westbound W Pender St @ Granville St,0,BUS ZN
49.127101,1,62021,-122.708622,13058,https://translink.ca/schedules-and-maps/stop/62021/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=62021,,,Westbound Fraser Hwy @ 68 Ave,0,BUS ZN
49.1794,1,62012,-122.836332,13052,https://translink.ca/schedules-and-maps/stop/62012/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=62012,,,Eastbound Fraser Hwy @ 140 St,0,BUS ZN
49.261345,1,62011,-122.984994,13051,https://translink.ca/schedules-and-maps/stop/62011/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=62011,,,Northbound Douglas Rd @ Still Creek Ave,0,BUS ZN
49.118766,1,62018,-122.690775,13056,https://translink.ca/schedules-and-maps/stop/62018/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=62018,,,Westbound Fraser Hwy @ 64 Ave,0,BUS ZN
49.122691,1,60682,-122.649148,13057,https://translink.ca/schedules-and-maps/stop/60682/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=60682,,,Southbound Willowbrook Connector @ 66A Ave,0,BUS ZN
49.213416,1,62015,-122.92083,13054,https://translink.ca/schedules-and-maps/stop/62015/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=62015,,,Southbound 6th St @ Princess St,0,BUS ZN
49.138911,1,62014,-122.736915,13055,https://translink.ca/schedules-and-maps/stop/62014/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=62014,,,Eastbound Fraser Hwy @ 176 St,0,BUS ZN
49.232216,1,51168,-123.010599,1177,https://translink.ca/schedules-and-maps/stop/51168/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=51168,,,Westbound Kingsway @ Barker Ave,0,BUS ZN
49.231423,1,51167,-123.008159,1176,https://translink.ca/schedules-and-maps/stop/51167/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=51167,,,Westbound Kingsway @ Wilson Ave,0,BUS ZN
49.230542,1,51166,-123.00553,1175,https://translink.ca/schedules-and-maps/stop/51166/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=51166,,,Westbound Kingsway @ Willingdon Ave,0,BUS ZN
49.228005,1,51165,-123.007012,1174,https://translink.ca/schedules-and-maps/stop/51165/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=51165,,,Northbound Willingdon Ave @ Central Blvd,0,BUS ZN
49.226085,1,51164,-123.002888,1173,https://translink.ca/schedules-and-maps/stop/51164/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=51164,,,Metrotown Station @ Bay 2,0,BUS ZN
49.227271,1,51163,-123.006974,1172,https://translink.ca/schedules-and-maps/stop/51163/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=51163,,,Eastbound Central Blvd @ Willingdon Ave,0,BUS ZN
49.229565,1,51162,-123.005715,1171,https://translink.ca/schedules-and-maps/stop/51162/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=51162,,,Southbound Willingdon Ave @ Kemp St,0,BUS ZN
49.230995,1,51161,-123.007485,1170,https://translink.ca/schedules-and-maps/stop/51161/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=51161,,,Eastbound Kingsway @ Wilson Ave,0,BUS ZN
49.232908,1,51169,-123.016178,1178,https://translink.ca/schedules-and-maps/stop/51169/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=51169,,,Westbound Kingsway @ Inman Ave,0,BUS ZN
49.059803,1,57118,-122.669643,7188,https://translink.ca/schedules-and-maps/stop/57118/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=57118,,,Southbound 200 St @ 32 Ave,0,BUS ZN
49.057061,1,57119,-122.669574,7189,https://translink.ca/schedules-and-maps/stop/57119/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=57119,,,Southbound 200 St @ 30 Ave,0,BUS ZN
49.06746,1,57115,-122.663166,7185,https://translink.ca/schedules-and-maps/stop/57115/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=57115,,,Westbound 36 Ave @ 202A St,0,BUS ZN
49.0671,1,57116,-122.669636,7186,https://translink.ca/schedules-and-maps/stop/57116/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=57116,,,Southbound 200 St @ 36 Ave,0,BUS ZN
49.062347,1,57117,-122.669595,7187,https://translink.ca/schedules-and-maps/stop/57117/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=57117,,,Southbound 200 St @ 33A Ave,0,BUS ZN
49.205733,1,50866,-123.140764,873,https://translink.ca/schedules-and-maps/stop/50866/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50866,,,Southbound Granville St @ SW Marine Dr,0,BUS ZN
49.279237,2,58265,-123.113568,12832,https://translink.ca/schedules-and-maps/stop/58265/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=58265,,,Southbound Cambie St @ W Georgia St,0,BUS ZN
49.263567,1,59467,-122.783538,12830,https://translink.ca/schedules-and-maps/stop/59467/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=59467,,,Northbound Maple St @ McAllister Ave,0,BUS ZN
49.317665,1,51754,-123.021073,12837,https://translink.ca/schedules-and-maps/stop/51754/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=51754,,,Westbound Purcell Way @ Skeena Rd,0,BUS ZN
49.286053,1,57944,-123.11158,8019,,12034,,Waterfront Station Eastbound,0,WCE1Z
49.328504,1,57943,-123.081606,8018,https://translink.ca/schedules-and-maps/stop/57943/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=57943,,,Southbound Jones Ave @ W 21 St,0,BUS ZN
49.261089,1,60585,-122.944267,12839,https://translink.ca/schedules-and-maps/stop/60585/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=60585,,,Eastbound Broadway @ Camrose Dr,0,BUS ZN
49.261367,1,60580,-122.945529,12838,https://translink.ca/schedules-and-maps/stop/60580/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=60580,,,Westbound Broadway @ Camrose Dr,0,BUS ZN
49.266503,1,57938,-123.237822,8013,https://translink.ca/schedules-and-maps/stop/57938/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=57938,,,Eastbound University Blvd @ Acadia Rd,0,BUS ZN
49.162091,1,58238,-122.90202,8542,https://translink.ca/schedules-and-maps/stop/58238/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=58238,,,Northbound 116 St @ Nordel Way,0,BUS ZN
49.068845,1,57383,-123.077607,7456,https://translink.ca/schedules-and-maps/stop/57383/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=57383,,,Northbound Arthur Dr @ 36 Ave,0,BUS ZN
49.070616,2,57384,-123.077691,7457,https://translink.ca/schedules-and-maps/stop/57384/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=57384,,,Northbound Arthur Dr @ 3700 Block,0,BUS ZN
